audiocap_id,youtube_id,start_time,caption
39371,Hq7yp4Q6df4,70,A toilet flushing
66361,ZuwkOLg0Vk8,30,A woman speaking as a clock is ticking
21336,83uwKwAZ8TQ,240,A bus slows down and applies its air brake as it passes by
24121,9S9Bwsbu9t8,170,Paper rattling together and a thumping of two hard objects together
54,-0OEjH7pYI0,30,An item is sprayed by compressed air
57,-0TJmdb_QjQ,30,Water is trickling
56,-0SNY4WF4B4,30,Water running and whistling
51,-0N94QVF92E,30,A woman is giving a speech
50,-0J9HfwJ08c,30,A engine of a vehicle is running and moving slowly
52,-0NxpZlO348,30,A man speaking in a foreign language
24388,9_n7q4gb2n4,30,Muffled speech and clip-clopping
24123,9S9y2ya2Vx4,20,A machine working and making clattering sounds
68241,aEwu81zEiJ8,0,Multiple frogs croak quickly
68243,aExX-TIotbE,0,Footsteps on gravel followed by a big crash
24389,9_s2Ml07DI0,30,Engine running and revving
47527,N75nUPlmJzs,550,"A ripping, sneezing sound, followed by typing, then a female voice huffing"
21332,83jzUppUHDU,30,A baby crying continuously
49263,OEZIqgX1V4Q,60,Some objects are tapped and a sewing machine starts working
67417,_d55cSiY4P0,470,Insects buzzing as a man speaks followed by a woman speaking then a man speaking
66368,ZvH2BI_xbxs,110,"An adult female shouts and laughs, burping occurs, and the female laughs"
50276,OtCnZcAVHnk,60,A woman talks followed by two women laughing
100558,yGNJLm2QcxY,60,Insects buzzing with a man speaking
50275,OtBmvyN8AkU,11,A constant ticktock noise and a bell sounds
100552,yG2OejWngFU,30,A clock ticking and coo cooing
100551,yG1o8dLyji8,360,"Pots and pans clang nearby, after which a person steps quietly"
100550,yG1e-FLyL10,10,A race car moves passing by
100557,yGGonzNsljM,30,A clock does ticktock
100556,yG8El5i9Z7U,40,Birds chirping followed by camera muffling
100554,yG2YZTbwTW4,60,Birds quacking and children speaking with distant traffic humming
91914,rctxj7Nau5c,270,Something soft is rubbed and scratched over and over
21017,7ujKF7I5PHk,30,Male voice talking on a microphone
63567,XzWMH9fnTtc,30,Toddler speaking followed by adult female speaking
49269,OEs5OYR8OM0,0,Continuous frying food sound as a woman speaks in the foreground and in the background kids are fighting
21015,7ue5N_tH-jI,0,"A toilet is flushed, and water is running"
68932,aiVZPxwhWAw,430,A door slams shut multiple times nearby
19724,7H-8QtIMOi8,29,A whining and hissing sound in the background
77136,ggIzf4lJn1o,11,A cat meows and some surface is tapped
21014,7ue27wIDoXg,70,Digital beeping joined by snoring and people speaking in the distance
77133,gg6KzhhB83Y,30,An idling machine
21012,7udnddvY124,30,"An adult male is speaking, and a crowd of people are cheering, clapping and whistling"
21011,7ucYsINiJYk,100,High frequency sounds of bells ringing continuously
21010,7ucJyX632KI,30,A young woman is giving a speech with joy in her voice
22972,8sLx8HtQUbM,50,A person is walking and says something
101608,z6STtS6J7Ww,60,A man speaks with insects buzzing nearby
101600,z5uvxaqiOGs,160,Rain with thunder and wind
101601,z634VRYv2XE,370,Vibrations and humming of a sewing machine
101602,z67TnF8NuD8,250,Buzzing of nearby insects with wind blowing and a dog barking
101603,z6F1ybfeOBg,550,Men speak with insects buzzing and wind blowing
101604,z6HAjaTonaI,20,Several ducks quack with some faint rustling
101605,z6J5bwF57yA,28,A clock repetitively ticktocks
101606,z6L79vFr3Qc,30,A young voice speaking as small pig oinks
101607,z6NeehTuxs4,30,A high powered aircraft takes off and flies into the distant with a roaring engine and gusting wind
81262,jgoO3ZSYigw,100,Sewing machine stitching and then vibration
88180,ooN6mtMmaeQ,26,A woman speaks and wind blows
74446,ejIyrB0PrQ8,11,Young men laughing with a crowd of people in the background talking
81261,jgo--BYW1j8,220,A man talks quickly and inhales before a few beeps ring out
74440,ejDjFD4nCX0,70,Rustling with footsteps and an engine starting
81266,jgzUNSWmXyc,110,A diesel engine runs and a helicopter engine idles
74449,ejNXZ3hVPSY,21,A large horn blow followed by repetitive hissing
42008,JYF9ad3T9jc,110,A vehicle revving and accelerating away at a high rate as a crowd of people talk and yell
42003,JY5bBoI3EK4,18,A man speaking followed by a popping explosion then two men laughing
63905,YEi20u2H_Ts,20,A person snores multiple times
6699,1fkYEE03Osw,9,Wind noise with rustling leaves and birds chirping
6693,1fZnmK-b6b4,30,"Man speaking followed by laughter, applause and more speaking"
6692,1fZj2Z3lAfc,10,A loud snoring
6691,1fZNwzdSJXE,500,Clicking and stepping followed by a person speaking
6690,1fWwI3ZXynY,20,Silence followed by snoring
6697,1ffWoEleark,180,Clanking of dishes followed by speech
6696,1fcHBxy7gZ0,30,Someone is typing on a keyboard
6695,1fcE5Dvf6ew,1,Men are speaking when a truck crashes
6694,1f_PxFzGEO8,30,A man is speaking
68843,aep3W0RWBgY,20,Buzzing noise in the background with a person talking
77351,gplkSMNWn2Y,10,A drill drilling through wood with a squeak
6341,1Xyq6DEdqqo,40,Engine running followed by the sound of speech and wind
6340,1XxNX4ZMrOU,220,An engine loudly idling
6343,1Y4HWY6DHnU,280,People are clapping and screaming excitedly
6342,1Y1nlkz_mpg,14,People speaking animal barking cat meow
6345,1Y8s8E-Wroc,20,Horn blowing followed by cat meowing
6344,1Y7rD5jPFas,30,Outside tiny whimpers of a dog followed by small steps on gravel
6347,1YEsmYFkIvQ,30,A woman giving a speech
6346,1Y9FIaY-z6E,4,"A woman talks, and a cat meows"
6349,1YLRaEms1L4,30,Woman speaks with gurgling water in the background
80877,jQChO7BgncM,10,A young woman speaking followed by a woman speaking as children talk and holler in the background alongside footsteps stamping on a surface
43418,KSXtTpc4-BY,30,"People talk nearby quietly, and then a car horn honks at moderate volume"
54108,RTZ1quO7JoQ,0,A cuckoo clock cooing and bell chiming followed by a woman and a man laughing and speaking then another woman speaking
77354,gprmBoxn7lI,70,Vibrations with humming of passing traffic then men speaking
10178,351Xfiwxasc,30,A whirring sound occurs and two adult males speak
10170,34o84pbjfUM,10,A groups of dogs are barking and yelping
10172,34t59iePgb4,20,"A boy talks, and water runs"
10173,34tFSQOsrvo,30,A woman laughing and speaking with dogs making high pitched barking sounds
10174,34uzVKTxHKo,4,"Vehicle engine and person speaking faintly in background, followed by loud horn"
10175,34vlhJzTLWw,15,A pig is oinking
10177,350QE-EYXO8,30,Water from a stream rushing by
44011,KpBLahj3HSQ,9,Birds cooing in the background
45254,LcwakmQwG40,30,A helicopter takes off from the ground really close by with a dog barking at the end
45253,LctS9U6oWBg,30,A frog croaks
80940,jSpxOsOUqSc,120,Someone snores nearby while someone laughs
21909,8MDgovNJ-Qs,30,Mechanical humming and metal banging followed by people speaking a train horn blowing
33798,EQXS7ZPxiZg,30,"Water flushing down a toilet, followed by a child talking"
85713,mxQV2s4OCDo,30,Some light rattling followed by several rapid clicks then a man speaks
85710,mxGxMt7cWNM,40,Speech followed by coughing and laughter and then more speech
21908,8MBP5kADzoU,30,A cat meows while a car drives
44125,KtqNRpqlSYU,30,A train engine running followed by a train horn
44122,KtkvCVnD018,3,Metal scrapping and clanking as compressed air sprays and pressurized air hisses as a small motor hum in the background
85718,mxXNAfG1xwY,150,A group of kids screaming and laughing while making kissing smooches
70216,beS-W1NI3Sg,0,Blades hum from a helicopter as it hovers nearby
94586,tfpUHgn0NNE,30,Several people shout far away and a vehicle moves
70210,be8MmMGEr0U,30,"While music plays faintly in the background, an adult male speaks, random metal clacking occurs faintly in the background, and a second adult male speaks briefly"
71164,cKsBrnjC-ZE,10,Someone snores nearby
71165,cKwWbYhaYlk,0,A race car decelerates then accelerates
72656,dQMqr2B_Fm8,30,A tick took whirs followed by the bells of a clock chiming the hour
3718,0U6b1Vnj3G0,40,Water in a toilet during a flush
5460,1AoGeVAP6vo,30,A man is speaking
5462,1Arf6IUMs3s,30,A duck call being used extremely quickly
5464,1AwN2wD-P10,0,Man speaking over engine sound
5467,1Azs5RkD6iI,6,"Pigeons coo, birds flap their wings, a man speaks"
5466,1Ax2-Abl5nc,0,Gentle winds with almost inaudible rustling leaves
14211,4mNY6Ht7p_U,40,Engine running and revving
14210,4mKHPElrmOo,0,People giving applause
14213,4mOQbKld5So,17,A person yells and wind is blowing
14212,4mNZHWcW8kE,30,"The wind is blowing, a motor vehicle engine is running, and an adult male speaks"
14215,4mQIYQmVYWQ,10,Emergency vehicle sirens blaring
14214,4mPb_D24Mi4,30,A man is giving a speech
14217,4mT3UGY5tI4,40,A vehicle is racing by
14216,4mR5h5N2I8w,30,Loud applause and cheering
99197,xBRvPCGexs4,20,Male snoring then women speaking and giggling
94803,tqKQVRBW62s,0,An emergency siren is triggered and then a horn is triggered
94804,tqMmfZIl94I,20,"A clack and a snore, then a cough and a man talks"
36614,G7VfxwOZiaY,360,Bus running and heavy breathing
36610,G7IzqR_whVc,29,Turning water on water splashing
47784,NHzrbS6C1JE,30,A kid talks and clicks are done followed by some sheep bleating
74595,eqN_JlAiIoU,530,A drill runs briefly
33693,EMrnI0tav4s,10,People applause as a horse clip-clops in the distance
100048,xrIOnVI5Jk0,140,Scraping with a man speaking and wet smacks
87626,oNSWAH9mRxg,30,A dog is whimpering followed by a bark
40336,ISrkW9qcxKU,50,A vehicle revs then accelerates squealing tires
29916,CJmWtqGNzJc,80,A baby cries and whines
29914,CJif89Fpb38,30,People speaking with some rattling and a pig oink
29915,CJjOVtvCETs,30,Horse clip clop and woman speaking
29918,CJov3YULSBU,20,A woman talking as ducks quack
40338,IT2b9YZ4zhk,30,A horse runs on pavement as wind blows hard and a man laughs faintly
35537,FTEAdKS1LOo,20,A train crossing bell rings and a train blows a horn as it passes
47640,NCVa7MfQNUo,20,Woman crying and talking while a man is laughing and talking
102303,zfk88TOWZio,30,Humming of an engine with children singing
8287,2KAXiIYmv54,80,Faint repetitive snoring
8284,2K2IlUBHnGw,30,Small birds chirping
8285,2K5rsnXKfEU,460,"A vehicle drives by, and a man speaks"
8282,2K139PoxG4Q,30,"A female voice speaking, then a male voice at the very end"
5479,1BPgkxbbmvM,360,Water rushing and then slightly trickling
48928,O0Wf0vBTyCc,30,A tick took takes place
8288,2KBdk_wlnfM,30,A group of people speak as water trickles
68848,af27VfVkt9w,420,An automatic gunfire is triggered for a long period
99869,xiqHrUKmPJE,20,Someone snores nearby
90519,qY-ZmNfCIs0,80,"A lady speaking, baby laughing and a banging noise"
88990,pPQTWrY57eU,30,Someone hisses followed by a man talking
88995,pPsf0n8WAlw,160,A man speaking with paper crinkling
82395,kW_vfm5V5Ic,460,Cars racing near and moving afar with man speaking in the background quietly
88998,pQESzWQQDgs,30,Person snoring
82391,kWTlGGvV6So,30,A motorcycle works in idle
78545,hhn_-K9WyeU,190,Footsteps shuffling on a hard surface while a vehicle emergency siren wails in the distance
7558,21Ex2aJYd6c,30,"Female voice, background voices heard and baby shouting"
7552,21A0Yp8hD94,0,Male and female voices with water streaming in background
7551,216xsWb1OF0,9,Someone giggles as a stream flows
7557,21E8DIlkPiQ,0,"A few quick breaths followed by a bang, afterwards a loud electrical hum with a man speaking"
7554,21BvTJmywiU,5,A cat is meowing and a person is talking in the background
19338,75bZaXC9Mw8,50,A car revving its engine while stopped
16109,5bGC1zJmvio,30,"An adult male is speaking loudly, a motor vehicle engine is running, and an electronic beep occurs"
16108,5bE7lNvs530,360,"A youth speaks a non-english language, as another youth responds with a rooster crowing in the background"
16103,5b28fA_Xo7Y,430,A racing vehicle revs up and takes off
19333,75UL4bTnTRs,40,A small motor whines continuously
16100,5ax28GWGDS0,30,"Engines hum then accelerate, tires squeal"
16107,5bAwKaPxYP8,23,Something is banged into and a small dog barks quickly
19334,75YtmyZohUg,30,A man is speaking
19337,75b4LwjE0-g,0,Typing done on a keyboard
16104,5b4CaUOvg6g,4,A train traveling with sounds of air and the train whistle blowing
88669,p9lNCbkZoCI,30,A cuckoo clock makes a cuckoo sound and then plays a chime melody
19167,71GldJU037U,30,Low frequency rumbling and whooshing
32800,Dr9DBk-7H28,0,Waves crashing then a woman speaking
88662,p9Z5HlIqbzA,150,A man talks over some machinery running continuously at a high speed
88664,p9ZvMKLn54Q,30,Pigeons coo with some rustling and a man speaking
88667,p9gfou2MR1s,300,Electronic music is played very low then a gun fires and a frog croaks
13885,4dl2_Me5E8U,30,An engine is idling
14369,4qaB7QDssxI,100,A man and woman speaking over crinkling sounds
13887,4do2Aoag0EA,30,A woman is giving a speech
13886,4dnWjyySxQs,0,"Loud roaring is present, soft clacking is occurring, and a horn toots"
13881,4dfUiPfo9jk,20,A cat is caterwauling while several people laugh
13880,4deAakAO1Y4,2,A male speaking and gunfire
13883,4dgvqmpMORQ,30,Dogs are barking and people are talking
17945,6SA2AqrVtmY,190,Water is slowly but consistently trickling
13889,4dsfwZy5kn8,30,"Water is running, splashing and gurgling, two young females laugh and speak, and an adult male speaks in the background"
13888,4drz22OxVn0,30,"Wind blows, tag jingle as a dog runs"
46199,MGAPskFF7ao,30,Air pressure hissing followed by silence
82970,kwDohJ6nNrc,0,Electronic sound effect followed by a person moaning and a gunshot with the casing falling to the floor
82974,kwRTbEOKJus,30,A loud engine with traffic noises and birds chirping
37291,GWmgGN3qwLk,280,Bees buzz as the background is full of bugs buzzing
11357,3_40UHNeGIQ,30,Man yells while loud engine roars
46193,MFp1rQKOGBw,30,A group of birds followed by chirping
82978,kwbQqlfdRRE,540,Multiple bells ringing and chiming
19169,71HzinP55L4,60,Clip clopping and a man speaking
100040,xr4EV8wacdo,250,An engine runs and a man speaks
43017,KAxvDKiofz4,23,Wind blows in the microphone loudly
2228,-sE6mfbydzE,30,A motorboat coasting on water with a loud engine
2229,-sJn3uUxpH8,30,Fire truck starting its siren as it accelerates
2226,-sBYMUKCexQ,30,A young child talks as someone us talks to them in another language
2225,-sAWSanEZak,30,"Voice over intercom in distance, crowd talking in background"
2222,-s0VyWz3FcU,24,"A young child is talking, as the woman offers him something and they sing"
2223,-s2G3Kto0Gw,30,Typing on a keyboard
2220,-rxWFrTlJEY,450,Applause and whistles from a large audience
17949,6SNwodb8Dc4,100,A helicopter is idling then is rumbles in the distance
1,---lTs1dxhU,30,A racing vehicle engine is heard passing by
5925,1MkdG0TOlIo,30,A woman is giving a speech
5926,1MlCFr4LJB8,240,Man sound with bell chiming loudly
5927,1Mlh4XHwdSo,350,A woman and a men talking into a microphone as the waves are heard coming from the ocean
96518,vC3Ew7eH88A,430,"A machine revs up, followed by an object scraping nearby"
88830,pHnwAOl1uXM,20,Humming and vibrating of an idling engine
5928,1MmjLn5K9Gg,150,Aircraft engine idling
5929,1Mn746Z3z64,80,An older male speaks as a horse shuffles and breathes
97642,w1LJXZF0Aeo,28,An electronic bleep followed by a man talking
97644,w1RONJv_a9Y,0,A child crying with speech in the background
97648,w1YEOpqBogg,50,A stream runs rapidly
33953,EVa8OnOLGiQ,40,An infant laughing and screaming
102409,zkDSjckp4uA,30,Music plays followed by a swishing and swooshing and then a metallic clang
102408,zkCnDcWyvS8,510,Young children speaking with flowing water and some clicks
102403,zk4V_3UukjU,30,A man talking followed by a cat meowing
102401,zk-KcXeUAao,0,Men speaking with tapping sounds and creak of a door opening in the background
102400,zjzBt7uekMg,30,An electronic bell periodically dinging followed by leaves rustling as a young boy shouts alongside ocean waves crashing and seagulls squawking
102406,zkAe6bCsIEM,70,An aircraft engine idles while people are talking
102405,zk67bKkeP3o,30,Birds coo and motor vehicles drive
102404,zk58F6A224E,4,Humming with a cat hissing and growling
11658,3hF981J-vVw,0,A group of birds are chirping
35668,FY_3_VGgKvw,110,A motorcycle engine idling and a spraying sound at the end
11652,3h3OkLCBPLY,30,A female makes a speech into a microphone and it is very loud
11650,3gzHncXp3Cw,10,A man coughs before he sprays something
11651,3h-xgKKXfLI,30,A person speaks as dogs pant
11657,3hEwcP8moUM,0,A group of people are talking then suddenly there is a splash of water and a man with distinct loud vocal voice says something
11654,3h8SgtOPkMc,3,"Several dogs bark and yip, and a person laughs"
11655,3hAZQdHV8VM,10,Wind blows as human adults talk and laugh
17760,6Mvs45BsI4k,30,Shuffling and tapping
17761,6My0nT3Ivp4,30,Child is making obnoxious sounds while dog is howling in unison with child
17763,6N5K5ThuSjM,90,"Many frogs are croaking loudly, splashing in water"
17764,6N64dqePYBg,30,Something rustles then a cat meows
17765,6N7IoASuYAo,30,Man speaking and a ball being bounced
17769,6NDS9B45ek4,30,A duck quacks and a gun is fired twice as a man speaks
62937,XYnz9jqXQgU,160,Silence followed by long beep
62936,XYnJR9QvwEc,300,Someone sprays a hard surface
27958,BJkNZ3N-iz4,30,A woman is speaking over a loud speaker followed by camera flashes
99397,xLdtzUY91oQ,20,White noise and musical tapping with faint buzzing
60689,VygeVu9sOxQ,20,A car revs up multiple times as tires screech nearby
64307,YTzuf6Anybs,10,"A gunshot fires twice, a low humming engine comes close by and a loud explosion echoes"
60681,VyO85pdVFRI,360,A train is blowing off steam as music plays from faintly in the background
35462,FQb3aDHsHBA,90,A woman laughs and two woman talk.
35461,FQV43mo_bCU,270,A crowd applause and hollers nearby loudly
80538,j9tdXKhw88k,120,Crinkling then a slam followed by a man speaking
46224,MHiBy4pYcF0,450,Fast speech is followed by a sewing machine and more talking
46223,MHezonAYy9A,30,"A water vehicle is traveling across water with wind noise, and a woman speaks"
46222,MHborrzHy_Y,20,Multiple people yell as sirens whale
42761,K0gDmBpMxtg,20,A vehicle engine works in idle
80537,j9smI5g12Po,40,A music is played while a fast car moves and accelerates
80536,j9k94n0aLLA,70,Some clicking and motor hum of a drill
27483,B4KP1sRFLKY,9,People speak in the distance followed by chirping of a frog
27481,B4GBgqC7p8w,30,Water running and wind
20454,7bwJo1xvus0,30,A car engine is roughly idling and vibrating
20456,7c-ZmDWi8vc,20,High pitched whining as an engine revs up
20458,7cBuXCo8fLc,30,A man is saying something while low frequency buzzing audio frequency noises are projected in the background
20459,7cC414-4Jhw,15,A dog is barking sharply and people are laughing
27488,B4_Qiv9TfXo,200,"Metal clanking and tapping occur, accompanied by an adult male speaking"
62687,XOc_PHblvZQ,30,"A motor is humming, an adult male speaks, and the motor continues to hum but also vibrates"
36460,G1OZ_3ed3WA,0,Pig oinking repeatedly
73293,drjG71o9QZ4,30,A baby cries as another person speaks softly
66318,Zt-6MHgeEtE,110,Sewing machine running followed by a woman speaking then a light thud and more of the woman speaking
53796,RG7A00lYQyE,30,Wind blowing as ducks quack
53790,RFmrVBz7B4o,360,"Gunfire shooting off, people talking and a gag noise"
53792,RFr99gTh3ug,19,A loud engine rattles and blares loudly at a high speed
36466,G1ij0Oolk74,30,Machinery knocking followed by wind howling
77077,ge6oDJ9cbb4,20,Soft snoring sounds
35468,FQkHpxruBls,30,A woman talking while spraying from a can
78245,hUUvJlkjso8,110,Wind blowing and waves crashing
63085,XeeQ7uw7Iys,50,Some liquid flows while a woman talks
78240,hUKDxbTgf_w,30,The wind blows as vehicle traffic is passes in the distance and birds chirp
95730,uYO70ufhvZU,30,A duck quacks and a gun fires
95733,uYQ-V7DF92Q,150,Rustling of packaging with male narration
78249,hUzRSW7Kyo4,10,Humming of a high powered engine as its revved a few times
12304,3xzjnOsnb_8,320,Water is splashing and boats are speeding by
12307,3y40oN-WDAo,50,A person snores while sleeping
12306,3y28YDg8H74,30,Birds chirp happily
12301,3xw-ArXjCd0,1,"Sizzling and cracking are occurring, and people are speaking in the background"
12300,3xvkucXDBXc,30,Women giving a speech
12303,3xyT6DVReN8,0,A strong and powerful flowing waterfall
12309,3y5d1NbVZYA,0,four mechanical beeps
12308,3y4Jfs6kpvo,60,"Water is gurgling and splashing, the wind is blowing, and an adult male speaks"
74996,f8oC2gi5OcE,17,A person talking with a loud baby crying
10233,36ApB1m-svY,29,A loud engine idling and then quitting
10232,369FdAlXcig,10,Steam hisses as machinery clicks and clacks
10231,366N1zAYZ_4,30,"Crickets are chirping, rustling is occurring, and an adult male and two adult females are speaking"
10230,363gKpPwVFs,130,A machine gun fires and ducks quack
10237,36IR0q8GWyI,240,A man and woman talk while a bee buzzes
10236,36Em-kH_QEQ,30,A stream is running while people yell in the background
10235,36E0PwCyXLg,90,"A mans voices then a clanking and whooshing sound, followed by the sound of a vehicle"
10234,36AsCpqS3z0,30,A siren is going off
10239,36J2NZsDzEM,30,A person whistles mixed with multiple small smacks
10238,36IvU7vlRA8,510,A train going over tracks and it blows its horn
21505,89BhfiCxV5g,30,A woman giving a speech
21506,89Bm4xbROB8,10,Humming of a large engine gaining speed
21501,88xH_74qF0k,290,Someone is moving things around outside while birds are chirping in the background
21502,88z5G3Pobko,30,A car engine is idling followed by multiple men laughing and talking
63334,XocSrBP6RWA,10,A person snoring
21509,89JAEnHCRbY,70,A helicopter is taking off slowly and vibrating
21508,89INPpjTZaA,30,A crowd is talking and children are yelling out
63332,XoWPycPYrio,30,Men speak with distant gun shots and nearby banging
63333,XoYRpXMnV8A,300,Plastic crumpling followed by paper shuffling as a man is talking
65785,ZVxAjsLuIJo,40,Women speak nearby as pots and pans clang nearby
90797,qluSyq93qj4,10,"Water running followed by dripping, speech and lastly more running water"
50211,Oql8Y-8YcIw,40,"Goats make noise, a girl giggles, and a man speaks"
50210,OqkLt-J4JdA,40,"A fire is crackling as young men speak and a motorcycle rides by closely, the whole time the wind is blowing"
50212,OqmvTYNZtX8,30,Heavy wind and distant murmuring followed by loud vibration
50215,OqrR_FXgxCE,9,Several quacks from a duck
66303,Zs1U9NntcfI,180,A stream of water flows and trickles
66300,Zrlg1uMNZv0,27,Huge explosion and two loud whooshing sounds go by not far away
58760,UfZEvDAgTEY,40,Child laughing and a woman humming
24368,9_-vgu-4D1U,30,Man speaking with hissing in the background
24369,9_0vEBcfRwQ,8,"Loud horn repeated multiple times with volume increase, muffled speech in the background"
24366,9ZwVkfH2zQA,20,Light footsteps and wind
24367,9ZxCnF9Oydg,60,Mechanical device operating in momentum making various thumping sounds
24364,9ZsdRZcDAk4,30,Sirens ring in the distance with people talking in the foreground as wind blows
24362,9Zpknjd-3vk,30,Rustling followed by engine starting and revving rapidly
24363,9Zs_CZsofoo,30,Loud explosions with footsteps and rustling
24360,9ZmEIObQuLE,130,"Helicopter rotors with inaudible speech, followed by an unidentifiable animal call"
24361,9ZpFOndqdBU,80,Water running quietly
79196,iAEJuk5NTOM,30,A police car siren blasts and motorcycle engines rev
79190,i9ciB8OJ85I,30,A toilet flushing
77338,gpA6UWVsUS0,3,"A distant high-pitched air horn followed by a loud, nearby horn"
28702,BfTVQCP3Zyk,30,A person sneezes several times nearby
28703,BfTw3ChsmHM,30,A medium engine running idle then revving
28707,Bfe_DZZgR9E,30,A man delivering a speech
91739,rVRh2f0J25E,20,A toilet flushing
91738,rVPwbhZDIn8,30,A vehicle engine idle followed by an emergency horn and sirens
91736,rVJ4F_2RF_8,30,Emergency horns and sirens going off
72673,dREvGBAZ2oY,340,A woman speaks while sizzling occurs and then a clang
91732,rV7sg7RxHaA,0,Whistling with a crowd of people talking in the background
92289,ruCRNry55vY,100,A rooster crowing followed by rustling and distant baaing
77487,gwJ28bWozYE,220,Intermittent spraying
73107,djB5MmlRbG4,30,Steady and sustained spraying sound while people are talking
73104,dj2BKOxQg94,20,Some object is moved slow
92280,rtUVGkP7Voo,150,Wind noises with traffic sounds
77482,gw6Eqa8F-fA,30,Water splashing with a gurgling noise
55061,S7EjDbOpMsY,30,"Heavy wind followed by several farts, laughter and then tapping"
32860,DtnvlbkjpZo,30,An engine buzzing continuously
93778,t3OQOMjNfu0,10,Some objects are tapped followed by a person briefly talking and a baby crying
55064,S7Jt55609WI,40,Male voices and birds chirping
55067,S7M35C1Z95Q,30,Static throughout as soft beeps ring out every few seconds
32865,DtujnSM1Rbo,410,Some wood object is rubbed with an electric tool
93771,t2oJSGqsHnQ,50,Man speaks over wind blowing and light popping and rustling
93777,t3Iwt4---Zg,150,A crowd cheers and people speak
65841,ZYGF-QfTMoo,0,"People are talking in the background, water flows from a faucet and splashes and gurgles into a container, and an adult male speaks in the foreground"
91880,rbMd1d2LiDM,14,"A series of clinks and clanks in the background are followed by moderate wind noise, a loud thump, then a loud hiss"
61650,WdGvUh_rHUM,0,A large sized engine comes close by and then goes further away with a small clank sound
61653,WdOj2KIAsYE,30,A railroad crossing signal ringing as a train engine slowly runs and steam hisses in the distance alongside leaves rustling and wind blowing lightly into a microphone
91884,rbS5e5HErYc,30,A man talking as a muffled motorbike engine runs during audio feedback
35486,FRUloXXjKhU,20,Several thumping noises occur before a cat screams quickly followed by birds chirping and a hollowing sounds
35480,FRIzgoIQ5S8,30,Electronic engine revving followed by a speech
23837,9IhwuLSwKwc,30,Repeated tapping and then typing on a keyboard
23836,9IcLueWEQIc,20,Toilet flushing
23835,9IXTY_P7LF0,30,An engine sputters and an alarm beeps as it starts
23833,9IVz2iyNsuE,20,A man screams and then the bang of a crash occurs
23832,9ITs18u_YiI,170,A male voice speaks after a gunshot
23830,9IOmLcY9NTU,17,Emergency siren followed by cars moving
23839,9InrWtkCJjw,80,Toilet flushing and filling up
23838,9Iiajf6_Ews,0,"Persistent roaring noise is present in the foreground, and faint thunder occurs in the background"
27107,AsuKoKAXwxs,120,"Animal grunting is ongoing while a male child speaks and other children laugh, then an adult male start to speak"
27106,AstOHhlXZHI,60,Wet splattering and banging
27104,AsmTNfBub5s,580,A man speaking followed by the loud rapid vibrations of a sewing machine
27102,AsmGgEk5420,30,A man speaking with muffled rustling
27101,Aslpvm3gQb0,30,A man speaking and then applause
27100,Askwy-jk6KM,0,Rustling followed by loud honking and speech
49786,OaNdt461UgY,30,A dog barks continuously
65821,ZXZALVxDUNs,290,A sewing machine runs
65827,ZXnGH6IMOfI,110,"Slight rustling and scraping occur as an adult male speaks, rapid keyboarding is performed and the adult male speaks again, then more rapid keyboarding is performed"
65824,ZXg42VdRE1A,0,A heavy vehicle is driving and beeps horn
36119,FpkWgNawkhw,30,Clip-clops of a horse then a woman speaks
44663,LGLsLYoQpng,30,A siren alarm blares in the near distance
30821,ColES8YHra4,4,"While adults talk and children talk and squeal in the background, a young male speaks, a baby cries, an adult female speaks, the young male speaks again, and an adult male speaks"
60495,VqAsIEbAwo4,60,Rustling followed by clanking and distant murmuring
57330,TfJFlXNeXNg,30,A large vehicle moves
55681,SXMb-n8VdcA,10,Several people talk then a gun is fired and a man talks on microphone
32283,D_zqTGfNo6g,30,Men are talking as a pig oinks
100824,yUXTu-EFU1E,30,Pigeons cooing and bird wings flapping as other birds chirp
100822,yUN-LgpmztE,70,A baby speaks and a woman makes animal sounds
100821,yUIU4a1WU1Y,0,A whoosh reverberates followed by crinkling
100820,yUEQOEEE3xo,30,"Woman speaking, then bird shrieking"
98703,wpUZF6l90wc,0,"A truck engine revs high, revs down back to idle, and then revs at moderate speed"
98707,wpiLGpjswCw,360,People talking with water splashing sounds and laughing near the end
57686,TuwKsKYnmOc,170,Birds chirping and a cooing sound
39957,IDVoX4eLaxo,60,A sewing machine is in use followed by a woman talking
82460,kZsGalPsfjc,380,A man speaking with some clicking on a keyboard
57689,Tv2ZlEFIyp4,30,White noise and some people speaking in the background
32134,DWUZyfLGnww,30,Birds chirping followed by a duck quacking
12477,41ftpr01mKQ,260,Running water and rustling noise
32136,DWVsVGQ6IY8,20,Rainfall and brief thunder
32131,DWQk9Fc8h6M,10,"A car is accelerating aggressively with it tires spinning and gears engaging, ending with an indistinct chatter of a person"
32132,DWQxKQ36mQU,30,A large volume of water splashes and gurgles while a boat motor approaches in the distance and then fades
34030,EZCYf6Z5tY8,30,"A toilet flushes in the background, followed by a double click and then a much closer toilet flushes"
23500,98wEPllGhdc,16,Loud bursts of gunshots
12476,41dKRYU1lvM,30,A person is speaking
56080,SodC6SQ_S3g,24,A series of small clangs is followed by a loud clang
57359,TgZWxxVySv8,13,A large burst followed by slow motion speaking and laughing
101889,zK4SYmXWWHc,10,A man speaking followed by water splashing and thunder roaring
101886,zJt_inVMSzE,9,Fast clicking of a cock and mechanical bird coo coos
101887,zJu13EpiEAA,150,Some high pitched vibrations followed by some knocking
